"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"1400000US42003050100","Census Tract 501, Allegheny County, Pennsylvania","966","86","19608","4883","6.1","3.4","28438","3618","92.0","4.3","18780","2968","0.0","2.3","-","**","0.5","0.8","-","**","0.0","2.3","-","**","0.0","2.3","-","**","1.3","2.3","-","**","0.0","2.3","-","**","6.1","3.4","28438","3618","13.4","9.5","14583","11114","20.9","7.3","28542","18399","35.6","8.3","31250","16728","30.1","6.9","13914","3001","483","88","28458","11576","47.8","15.3","18125","7791","52.2","15.3","42045","22630","18.4","9.3","39063","18962","71.2","11.0","25417","16014","10.4","7.4","-","**","483","94","14023","2834","75.2","8.8","13651","3544","64.4","10.9","12017","2869","10.8","8.3","57841","35581","24.8","8.8","14853","8148","20.1","8.3","13162","7635","4.8","3.8","-","**","45.4","(X)","(X)","(X)","46.2","(X)","(X)","(X)","43.5","(X)","(X)","(X)",
"1400000US42003050600","Census Tract 506, Allegheny County, Pennsylvania","889","99","36642","9935","27.8","7.9","46146","13259","68.6","7.6","32102","8919","0.0","2.5","-","**","3.6","5.7","-","**","0.0","2.5","-","**","0.0","2.5","-","**","0.0","2.5","-","**","1.2","2.0","-","**","27.8","7.9","46146","13259","0.9","1.3","-","**","20.2","8.6","-","**","27.2","8.3","32000","10686","51.6","9.2","40598","12787","394","101","67500","43467","25.6","13.8","-","**","74.4","13.8","87604","41942","60.2","14.8","107188","32790","39.8","14.8","31767","18032","0.0","5.5","-","**","495","107","20320","6367","73.7","11.6","20724","14843","69.3","12.4","20724","14407","4.4","4.7","-","**","26.3","11.6","20000","7835","24.0","11.2","20573","8684","2.2","3.5","-","**","45.9","(X)","(X)","(X)","48.5","(X)","(X)","(X)","43.8","(X)","(X)","(X)",
"1400000US42003050900","Census Tract 509, Allegheny County, Pennsylvania","741","53","14281","3759","1.6","2.6","-","**","96.8","3.1","13531","3800","1.6","1.6","-","**","0.0","3.0","-","**","0.0","3.0","-","**","0.0","3.0","-","**","0.0","3.0","-","**","1.6","2.6","-","**","0.0","3.0","-","**","16.9","7.1","7679","7134","42.5","9.1","15660","4473","18.4","6.0","15625","14506","22.3","5.5","13813","3047","385","83","15911","3042","79.0","9.2","15000","5863","21.0","9.2","23295","9754","18.2","10.4","25729","4866","67.5","13.4","15127","8858","14.3","10.1","9028","8025","356","71","12071","3572","63.5","12.6","13696","4220","59.6","12.5","12935","3936","3.9","4.3","-","**","36.5","12.6","9662","2814","30.6","11.7","9180","2551","5.9","5.3","-","**","33.7","(X)","(X)","(X)","27.3","(X)","(X)","(X)","40.7","(X)","(X)","(X)",
"1400000US42003051000","Census Tract 510, Allegheny County, Pennsylvania","719","89","16373","2685","23.5","8.2","17083","7265","65.9","7.9","16915","3837","1.4","1.6","-","**","5.4","4.3","-","**","0.0","3.1","-","**","0.0","3.1","-","**","3.8","3.1","-","**","2.8","3.0","-","**","21.7","8.6","20135","7913","20.7","7.6","-","**","26.7","9.3","16553","9057","29.5","6.6","18500","4780","23.1","5.9","-","**","190","59","18500","7173","43.7","16.2","15898","1381","56.3","16.2","28274","6386","34.7","18.8","-","**","58.4","17.1","18417","6243","6.8","8.3","-","**","529","73","14050","5265","68.2","12.0","10521","3345","59.5","12.2","10868","3203","8.7","5.8","-","**","31.8","12.0","-","**","16.1","6.9","-","**","15.7","9.0","-","**","35.9","(X)","(X)","(X)","41.1","(X)","(X)","(X)","32.3","(X)","(X)","(X)",
"1400000US42003051100","Census Tract 511, Allegheny County, Pennsylvania","118","45","20313","12623","0.0","17.3","-","**","100.0","17.3","20313","12623","0.0","17.3","-","**","0.0","17.3","-","**","0.0","17.3","-","**","0.0","17.3","-","**","0.0","17.3","-","**","0.0","17.3","-","**","0.0","17.3","-","**","11.9","18.1","-","**","35.6","22.6","23750","21394","26.3","16.0","8472","6837","26.3","17.5","-","**","23","18","41125","9119","69.6","38.8","-","**","30.4","38.8","-","**","0.0","51.5","-","**","100.0","51.5","41125","9119","0.0","51.5","-","**","95","41","-","**","64.2","25.8","-","**","53.7","27.1","-","**","10.5","16.0","-","**","35.8","25.8","-","**","28.4","25.0","-","**","7.4","10.2","-","**","35.6","(X)","(X)","(X)","26.1","(X)","(X)","(X)","37.9","(X)","(X)","(X)",
"1400000US42003060300","Census Tract 603, Allegheny County, Pennsylvania","1267","71","51964","4711","83.9","4.1","54981","16241","14.2","3.4","23750","10042","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","0.0","1.8","-","**","1.9","1.7","-","**","3.6","2.7","-","**","80.3","4.8","54757","14542","2.2","1.8","52143","14772","53.5","4.7","63221","13179","27.1","5.0","41827","19118","17.2","3.2","24861","4494","464","81","65263","5624","37.7","11.9","46544","30506","62.3","11.9","70150","9400","58.8","11.6","71350","9752","34.1","10.6","26250","8561","7.1","7.8","-","**","803","103","37321","17269","46.7","8.5","30257","11586","33.4","8.2","21638","3036","13.3","6.2","74625","31767","53.3","8.5","51000","8878","31.6","8.9","26957","7028","21.7","7.7","65278","20517","22.2","(X)","(X)","(X)","29.1","(X)","(X)","(X)","18.2","(X)","(X)","(X)",
"1400000US42003060500","Census Tract 605, Allegheny County, Pennsylvania","718","65","36786","7838","91.8","5.9","37578","10023","5.0","4.9","-","**","0.0","3.1","-","**","0.0","3.1","-","**","1.7","2.8","-","**","0.0","3.1","-","**","1.5","2.0","-","**","1.9","2.4","-","**","89.8","6.3","37228","9759","8.1","5.9","19868","12527","37.7","6.7","38542","33890","34.3","6.0","68750","32303","19.9","5.6","16728","1505","240","52","85179","17661","22.9","6.5","77917","38595","77.1","6.5","88472","19891","55.0","11.9","108333","29699","15.0","8.5","28500","7565","30.0","13.2","78333","13728","478","74","23571","4803","41.8","9.7","18000","10302","28.2","8.6","15625","1686","13.6","7.6","27446","20485","58.2","9.7","24524","10224","41.0","9.3","20625","6224","17.2","8.0","78929","75263","30.6","(X)","(X)","(X)","40.8","(X)","(X)","(X)","25.5","(X)","(X)","(X)",
"1400000US42003070300","Census Tract 703, Allegheny County, Pennsylvania","1048","103","56136","14029","93.6","3.7","58813","17439","0.9","1.4","-","**","0.0","2.1","-","**","5.5","3.3","51974","1896","0.0","2.1","-","**","0.0","2.1","-","**","0.0","2.1","-","**","3.7","2.8","-","**","89.9","4.8","63000","16646","16.5","6.4","35074","13908","57.1","9.1","68750","17882","12.2","5.3","239250","117833","14.2","5.5","-","**","329","66","175045","65129","41.9","15.0","175982","71932","58.1","15.0","-","**","94.5","6.0","175045","64600","2.7","4.3","-","**","2.7","4.4","-","**","719","118","47402","4385","54.5","9.1","47024","5242","37.6","9.5","47262","4632","17.0","7.1","-","**","45.5","9.1","50188","10522","33.5","8.5","46134","5671","12.0","5.7","71364","61715","20.0","(X)","(X)","(X)","25.8","(X)","(X)","(X)","17.4","(X)","(X)","(X)",
"1400000US42003070500","Census Tract 705, Allegheny County, Pennsylvania","1771","94","50838","3155","77.1","4.7","58214","11455","2.9","2.8","51759","2077","0.0","1.3","-","**","18.6","4.6","38227","14792","0.0","1.3","-","**","0.0","1.3","-","**","1.4","1.3","41875","18621","4.7","2.7","50357","14655","72.4","5.0","59286","10123","19.1","5.9","34861","24985","62.9","5.9","52464","5823","11.0","2.5","76875","63930","6.9","1.8","33813","19629","415","77","87344","40947","22.4","6.9","140972","70871","77.6","6.9","65500","20710","83.1","9.5","103854","21203","16.9","9.5","50875","9011","0.0","5.3","-","**","1356","89","46818","7342","54.7","7.5","40256","6967","37.4","7.1","34250","16341","17.3","6.6","41719","20497","45.3","7.5","51286","6590","32.6","6.4","51429","10460","12.7","5.4","47300","27574","19.9","(X)","(X)","(X)","5.3","(X)","(X)","(X)","22.3","(X)","(X)","(X)",
"1400000US42003070600","Census Tract 706, Allegheny County, Pennsylvania","1233","87","48719","5135","80.9","6.7","51250","6343","2.8","2.4","33542","17565","0.3","0.5","-","**","14.7","6.2","-","**","0.0","1.8","-","**","1.4","2.0","-","**","0.0","1.8","-","**","5.6","3.5","-","**","76.6","7.3","52019","7048","16.8","5.6","-","**","50.6","6.1","44297","12111","13.1","4.1","87143","28657","19.5","4.8","48958","9396","257","78","102813","77949","24.5","13.1","-","**","75.5","13.1","106250","100992","96.5","6.1","107727","78172","3.5","6.1","-","**","0.0","8.4","-","**","976","98","43984","9137","51.0","8.9","44659","7943","37.5","8.1","31250","15919","13.5","6.1","70645","33513","49.0","8.9","40000","17473","37.8","8.6","36926","13873","11.2","7.1","55518","40272","22.5","(X)","(X)","(X)","19.1","(X)","(X)","(X)","23.4","(X)","(X)","(X)",
"1400000US42003070800","Census Tract 708, Allegheny County, Pennsylvania","1029","60","50972","3820","74.1","7.8","53482","5995","4.3","3.7","-","**","0.0","2.2","-","**","19.8","6.3","45786","23367","0.0","2.2","-","**","0.0","2.2","-","**","1.7","2.2","-","**","3.8","3.3","25917","16156","72.1","8.4","54107","7167","18.5","7.7","28871","27506","47.4","8.0","52976","11048","17.0","7.3","51141","21546","17.1","5.9","65688","25379","321","93","70750","21782","34.3","13.3","-","**","65.7","13.3","80156","20183","92.2","8.2","68750","27176","7.8","8.2","-","**","0.0","6.8","-","**","708","84","41591","17709","51.0","9.4","43625","12766","34.7","9.2","41136","15216","16.2","7.9","47950","16415","49.0","9.4","-","**","33.5","9.7","26157","17779","15.5","10.2","-","**","21.0","(X)","(X)","(X)","19.3","(X)","(X)","(X)","21.8","(X)","(X)","(X)",
"1400000US42003070900","Census Tract 709, Allegheny County, Pennsylvania","2525","149","30359","7779","59.8","7.4","42820","16633","5.3","4.5","5366","4590","0.4","0.5","-","**","31.4","7.0","28563","11600","0.0","0.9","-","**","0.0","0.9","-","**","3.2","2.9","-","**","1.8","1.7","-","**","58.1","7.5","42400","17277","33.8","6.5","9005","3903","42.5","7.0","46696","16315","14.3","4.0","105875","104856","9.5","3.4","48235","35860","503","115","79813","55476","31.2","12.3","78813","29943","68.8","12.3","106429","103864","93.2","7.0","94922","54458","4.0","5.6","-","**","2.8","4.3","-","**","2022","182","22900","7767","42.5","9.0","27708","25635","34.3","8.0","26391","15263","8.3","5.4","62250","53681","57.5","9.0","16181","7131","37.9","8.5","12432","7463","19.6","7.2","-","**","18.3","(X)","(X)","(X)","20.3","(X)","(X)","(X)","17.9","(X)","(X)","(X)",
"1400000US42003080200","Census Tract 802, Allegheny County, Pennsylvania","902","67","40784","4988","93.0","4.9","40466","5973","5.8","5.0","-","**","0.0","2.5","-","**","1.2","1.3","-","**","0.0","2.5","-","**","0.0","2.5","-","**","0.0","2.5","-","**","2.8","3.2","55750","27292","90.2","4.3","40245","6453","7.1","3.3","47500","29906","47.3","7.8","49063","12295","23.5","7.2","33214","19015","22.1","4.8","30313","10353","361","58","57663","5438","29.6","9.8","-","**","70.4","9.8","57609","24251","65.4","12.0","96250","62710","25.5","11.7","38750","19207","9.1","5.7","58309","22220","541","79","30907","3594","50.6","10.1","28676","12221","35.9","8.5","16346","10781","14.8","6.9","32308","19399","49.4","10.1","32148","10232","37.9","10.6","27813","13517","11.5","5.4","81667","27689","26.5","(X)","(X)","(X)","26.6","(X)","(X)","(X)","26.4","(X)","(X)","(X)",
"1400000US42003080400","Census Tract 804, Allegheny County, Pennsylvania","783","34","32750","5706","82.0","5.7","35000","9306","4.5","3.4","-","**","0.0","2.8","-","**","11.1","4.8","-","**","0.0","2.8","-","**","1.3","1.7","-","**","1.1","1.4","-","**","3.1","2.4","8667","918","80.2","5.9","35577","10323","22.1","6.2","11563","9152","46.9","6.8","43438","9944","18.1","4.9","75313","23421","12.9","3.5","33125","17671","188","44","58000","21260","12.8","10.5","81000","39744","87.2","10.5","49318","19730","73.9","14.6","76016","16160","11.2","8.6","43958","14561","14.9","12.3","41250","1049","595","53","25703","9587","35.5","8.4","19485","5844","28.4","6.9","19632","7930","7.1","4.5","-","**","64.5","8.4","30357","10343","40.3","8.8","30000","14669","24.2","7.6","32763","19457","24.8","(X)","(X)","(X)","26.6","(X)","(X)","(X)","24.2","(X)","(X)","(X)",
"1400000US42003080600","Census Tract 806, Allegheny County, Pennsylvania","1062","84","55611","7627","94.8","3.4","55028","8265","2.2","1.9","-","**","0.0","2.1","-","**","1.0","1.6","-","**","0.0","2.1","-","**","0.0","2.1","-","**","2.0","2.2","-","**","0.0","2.1","-","**","94.8","3.4","55028","8265","9.3","5.3","27438","14405","57.0","6.1","62107","16027","21.8","4.6","45515","11929","12.0","3.0","48393","35220","297","57","113977","20405","37.7","12.9","127500","76811","62.3","12.9","113977","36214","84.8","12.7","125000","41016","7.1","6.5","79375","44998","8.1","12.1","-","**","765","101","40905","12060","56.9","9.4","34917","15247","41.4","8.7","27181","9811","15.4","7.2","78056","52589","43.1","9.4","45833","19312","28.1","8.8","31994","12570","15.0","7.6","61106","16830","16.8","(X)","(X)","(X)","18.2","(X)","(X)","(X)","16.2","(X)","(X)","(X)",
"1400000US42003080700","Census Tract 807, Allegheny County, Pennsylvania","1125","64","35057","11905","76.1","8.2","41000","15292","6.0","3.6","22708","13955","0.0","2.0","-","**","16.7","6.6","30400","9824","0.0","2.0","-","**","0.0","2.0","-","**","1.2","1.5","-","**","6.8","6.0","-","**","69.2","8.3","32254","16477","8.2","4.6","21538","4243","69.3","6.9","37500","13332","16.7","6.6","52344","40390","5.8","5.2","-","**","330","94","51726","34739","35.5","11.6","120545","15198","64.5","11.6","50327","40317","66.4","17.7","-","**","33.6","17.7","51853","26886","0.0","6.6","-","**","795","116","30379","6589","47.4","10.8","25993","11638","41.5","10.5","25809","9364","5.9","3.7","-","**","52.6","10.8","31422","14944","40.1","13.1","30270","6740","12.5","8.0","46343","12761","17.2","(X)","(X)","(X)","14.5","(X)","(X)","(X)","18.4","(X)","(X)","(X)",
"1400000US42003080900","Census Tract 809, Allegheny County, Pennsylvania","984","67","51458","8168","77.5","6.4","55243","6614","14.0","5.5","37500","17031","0.0","2.3","-","**","6.6","4.6","82292","46614","0.0","2.3","-","**","0.0","2.3","-","**","1.8","1.4","-","**","1.9","1.6","40893","21733","76.3","6.5","55313","6583","12.4","4.9","35156","3707","53.7","6.7","57778","7949","23.2","4.8","55893","3715","10.8","2.8","40714","19437","245","51","54219","9546","38.8","12.1","46477","13713","61.2","12.1","69375","7987","65.3","11.7","71000","19337","22.4","11.6","23750","21207","12.2","8.5","46136","4636","739","75","48750","10860","51.3","7.5","41150","13120","37.6","6.9","41316","15747","13.7","5.3","40625","37841","48.7","7.5","55192","8522","35.2","8.2","47500","11006","13.5","5.7","70714","28084","30.4","(X)","(X)","(X)","21.2","(X)","(X)","(X)","33.4","(X)","(X)","(X)",
"1400000US42003090100","Census Tract 901, Allegheny County, Pennsylvania","969","66","52708","8314","94.9","3.5","52073","8916","4.4","3.4","125163","122764","0.0","2.3","-","**","0.6","0.9","-","**","0.0","2.3","-","**","0.0","2.3","-","**","0.0","2.3","-","**","1.0","1.0","-","**","93.9","3.7","52073","9004","6.9","4.8","85050","79077","46.1","6.8","71406","17477","32.3","6.2","46985","8658","14.7","3.5","22308","7832","361","72","59766","18067","15.0","8.1","118750","98541","85.0","8.1","58516","16248","77.0","9.3","72000","25931","18.8","10.1","38906","9829","4.2","4.3","38281","4098","608","101","50278","7107","52.5","8.3","47750","15181","35.7","8.1","30809","9260","16.8","6.9","85887","9914","47.5","8.3","56042","14277","30.9","7.9","41136","18389","16.6","6.2","84063","31753","28.3","(X)","(X)","(X)","34.6","(X)","(X)","(X)","24.5","(X)","(X)","(X)",
"1400000US42003090200","Census Tract 902, Allegheny County, Pennsylvania","1328","98","53115","7560","89.1","5.7","54529","5691","7.2","5.0","22824","13976","0.0","1.7","-","**","1.8","1.9","-","**","0.0","1.7","-","**","0.0","1.7","-","**","2.0","1.8","63056","44846","1.4","1.5","2,500-","***","87.7","5.6","54590","5754","5.9","4.8","-","**","39.3","5.6","62143","10111","27.6","4.9","61500","24216","27.3","5.8","26100","8540","496","72","65833","18251","35.7","10.3","44659","13608","64.3","10.3","76250","34151","63.9","13.4","95114","3267","26.8","11.2","34531","29327","9.3","8.3","-","**","832","107","45324","11268","57.8","9.5","32434","24892","39.7","9.5","18986","6769","18.1","7.3","66422","4506","42.2","9.5","52550","14901","28.0","8.0","37656","20388","14.2","7.2","111324","65070","32.1","(X)","(X)","(X)","27.0","(X)","(X)","(X)","35.1","(X)","(X)","(X)",
"1400000US42003090300","Census Tract 903, Allegheny County, Pennsylvania","848","62","37372","7401","88.3","5.9","36891","6512","8.5","5.6","43690","11528","0.0","2.6","-","**","1.9","1.7","-","**","0.0","2.6","-","**","0.0","2.6","-","**","1.3","1.4","-","**","1.2","1.3","-","**","87.1","6.0","36750","6731","3.2","1.9","76094","39687","50.9","6.3","46354","4674","26.9","6.9","32188","11851","19.0","4.8","21435","2421","264","56","56000","20413","36.0","11.9","71964","31014","64.0","11.9","42188","22970","70.8","13.5","62750","14502","18.2","9.6","35893","5778","11.0","11.1","-","**","584","75","30833","6872","47.8","9.9","25750","11739","33.9","9.7","20921","3958","13.9","7.4","53438","15140","52.2","9.9","33542","7686","26.5","7.2","30511","3161","25.7","8.1","39500","15841","20.4","(X)","(X)","(X)","28.8","(X)","(X)","(X)","16.6","(X)","(X)","(X)",
"1400000US42003100500","Census Tract 1005, Allegheny County, Pennsylvania","907","47","46308","6732","26.9","4.5","46333","20982","68.1","5.4","47643","6278","0.0","2.4","-","**","1.1","1.6","-","**","0.0","2.4","-","**","0.0","2.4","-","**","3.9","3.3","35956","35378","0.0","2.4","-","**","26.9","4.5","46333","20982","2.1","1.7","-","**","29.9","5.6","50673","26530","40.9","5.4","48170","7122","27.1","3.9","27917","14874","515","68","49750","8703","46.6","8.7","47805","6881","53.4","8.7","60156","22582","52.8","10.1","77963","18482","37.9","10.9","42266","11796","9.3","10.6","-","**","392","78","27115","7664","65.3","8.3","23214","6175","64.0","8.5","23661","6210","1.3","1.8","-","**","34.7","8.3","53750","43068","34.7","8.3","53750","43068","0.0","5.6","-","**","35.1","(X)","(X)","(X)","42.7","(X)","(X)","(X)","20.7","(X)","(X)","(X)",
"1400000US42003101100","Census Tract 1011, Allegheny County, Pennsylvania","1248","96","37500","11910","80.4","6.6","49107","7519","15.5","5.8","31422","3957","0.0","1.8","-","**","2.5","3.7","-","**","0.0","1.8","-","**","0.8","1.2","-","**","0.8","0.9","-","**","2.2","2.1","46528","30952","78.2","6.7","49524","8644","3.9","2.6","-","**","56.3","6.9","44297","12757","21.8","6.3","50385","19115","17.9","6.8","29338","4853","481","78","44450","11841","44.3","10.0","37917","15862","55.7","10.0","53971","27369","49.3","13.5","64844","22920","29.5","12.7","31277","1278","21.2","14.4","31136","6921","767","111","33844","9105","56.8","11.6","33011","7460","42.5","13.2","27935","9365","14.3","8.3","63393","11627","43.2","11.6","40313","19871","28.4","10.4","33056","31494","14.7","7.0","64219","40194","29.3","(X)","(X)","(X)","37.0","(X)","(X)","(X)","24.5","(X)","(X)","(X)",
"1400000US42003101400","Census Tract 1014, Allegheny County, Pennsylvania","1526","86","50283","6304","83.4","4.5","51462","6192","13.3","4.0","-","**","0.8","1.2","-","**","2.0","1.8","-","**","0.0","1.5","-","**","0.0","1.5","-","**","0.5","0.9","-","**","4.0","3.3","43686","1067","80.1","5.1","52146","6296","3.9","3.4","-","**","32.6","5.3","62614","15967","38.9","5.9","55339","7335","24.7","3.5","22474","7994","776","87","61071","16891","43.7","7.0","70795","25539","56.3","7.0","56955","14627","69.3","8.4","75816","6359","26.0","8.2","41429","22827","4.6","4.2","48676","23806","750","108","38676","10822","61.2","10.5","35809","11183","53.5","10.3","31438","10942","7.7","4.7","62885","2933","38.8","10.5","43565","11852","29.2","10.1","39844","21247","9.6","5.6","-","**","20.5","(X)","(X)","(X)","26.2","(X)","(X)","(X)","14.7","(X)","(X)","(X)",
"1400000US42003101600","Census Tract 1016, Allegheny County, Pennsylvania","372","35","27019","9596","3.5","2.9","-","**","94.1","3.9","26538","8697","0.0","5.9","-","**","0.0","5.9","-","**","0.0","5.9","-","**","1.6","2.4","-","**","0.8","1.3","-","**","0.0","5.9","-","**","3.5","2.9","-","**","9.1","7.6","-","**","43.5","9.0","18750","15107","33.1","7.3","35795","22002","14.2","4.8","38906","9072","312","43","22115","18844","63.5","10.7","13889","6280","36.5","10.7","45500","12565","26.3","11.3","53864","45712","67.3","12.6","15000","7020","6.4","6.2","-","**","60","26","17917","12765","76.7","18.9","18542","11921","51.7","29.1","19479","13898","25.0","26.7","-","**","23.3","18.9","-","**","23.3","18.9","-","**","0.0","30.3","-","**","49.2","(X)","(X)","(X)","47.8","(X)","(X)","(X)","56.7","(X)","(X)","(X)",
"1400000US42003101700","Census Tract 1017, Allegheny County, Pennsylvania","623","72","33494","6236","41.3","7.0","45337","16493","52.6","8.4","23750","16695","2.6","3.3","-","**","0.0","3.5","-","**","0.0","3.5","-","**","0.0","3.5","-","**","3.5","3.9","-","**","3.4","4.4","-","**","37.9","8.2","38750","20431","2.6","2.7","-","**","32.7","7.9","50982","12923","47.0","7.4","27292","16358","17.7","4.3","23250","15592","248","66","33077","6633","34.7","14.2","-","**","65.3","14.2","33974","2417","44.0","12.6","34637","7956","48.4","12.7","15333","4405","7.7","9.2","-","**","375","62","36161","15476","68.3","11.2","25000","19988","51.2","11.9","22778","12477","17.1","9.6","41667","36711","31.7","11.2","46964","19169","11.5","6.0","13472","13283","20.3","12.2","78125","56216","39.6","(X)","(X)","(X)","39.9","(X)","(X)","(X)","36.8","(X)","(X)","(X)",
"1400000US42003101800","Census Tract 1018, Allegheny County, Pennsylvania","1154","65","57500","9755","82.2","6.0","62109","11709","13.7","5.1","58125","46292","0.8","1.2","-","**","0.9","1.4","-","**","0.0","1.9","-","**","0.0","1.9","-","**","2.4","2.1","36111","11440","0.8","1.2","-","**","82.2","6.0","62109","11709","0.0","1.9","-","**","32.3","4.2","72969","15936","37.3","3.9","88405","40775","30.3","3.7","37750","15405","701","78","80574","12926","26.0","6.6","88966","18323","74.0","6.6","78068","15454","79.2","9.6","87802","13029","17.8","9.3","44861","26282","3.0","3.1","-","**","453","93","35240","7862","64.2","11.6","31979","9723","59.4","12.4","29688","14144","4.9","5.0","-","**","35.8","11.6","39000","8454","29.6","11.3","35500","10620","6.2","5.3","44167","4513","22.9","(X)","(X)","(X)","27.4","(X)","(X)","(X)","15.9","(X)","(X)","(X)",
"1400000US42003110200","Census Tract 1102, Allegheny County, Pennsylvania","1967","124","51563","10113","72.9","6.5","70529","8202","21.4","6.5","34819","4367","0.0","1.1","-","**","3.5","2.4","-","**","0.0","1.1","-","**","0.0","1.1","-","**","2.3","2.2","-","**","2.8","2.5","-","**","71.5","6.4","70112","9368","5.9","3.9","23189","6497","35.8","6.7","54844","25458","37.9","8.3","57222","24165","20.3","5.6","52315","30653","958","144","72446","36662","43.0","9.9","71029","65461","57.0","9.9","81875","36719","72.7","9.8","111923","29201","19.5","11.5","-","**","7.8","7.3","48656","16800","1009","181","36940","7720","52.6","10.6","37003","14763","47.8","10.4","36265","7462","4.9","3.7","69625","30292","47.4","10.6","36705","13676","29.9","8.9","31591","10955","17.4","9.6","80732","61163","25.6","(X)","(X)","(X)","32.7","(X)","(X)","(X)","18.9","(X)","(X)","(X)",
"1400000US42003110600","Census Tract 1106, Allegheny County, Pennsylvania","1085","42","65104","21981","83.2","5.6","73173","34286","14.7","5.0","-","**","0.0","2.0","-","**","1.1","1.6","-","**","0.0","2.0","-","**","0.0","2.0","-","**","1.0","1.7","-","**","3.4","3.1","-","**","81.2","5.7","73365","34675","8.6","6.0","-","**","31.3","5.1","110357","71603","36.9","4.5","75238","20954","23.2","3.7","30781","8519","561","74","130481","39550","51.7","10.0","130385","50096","48.3","10.0","132566","78913","89.3","7.5","135179","28192","9.1","7.2","75536","21694","1.6","2.6","-","**","524","85","30714","9821","61.3","12.4","28292","14000","53.6","12.1","19583","14683","7.6","10.1","-","**","38.7","12.4","36587","19112","25.2","12.5","-","**","13.5","7.3","65729","47720","36.9","(X)","(X)","(X)","43.0","(X)","(X)","(X)","30.3","(X)","(X)","(X)",
"1400000US42003111300","Census Tract 1113, Allegheny County, Pennsylvania","1263","105","37114","4205","42.9","6.3","55000","18574","50.8","6.1","27047","9683","0.0","1.8","-","**","2.1","2.0","-","**","0.0","1.8","-","**","1.6","2.5","-","**","2.6","2.9","-","**","4.1","3.4","-","**","39.2","6.2","57656","20779","7.8","4.3","38750","26215","42.2","5.5","50050","19571","35.6","5.5","37545","15764","14.5","3.5","25121","19533","503","117","59583","25678","49.1","14.8","-","**","50.9","14.8","83929","40291","45.3","11.1","107000","45476","48.1","10.8","25250","17574","6.6","7.0","-","**","760","141","33720","7893","51.8","11.5","32188","7717","37.9","11.0","26250","2707","13.9","8.5","34632","11526","48.2","11.5","37292","16572","38.9","10.3","26146","20702","9.2","6.1","-","**","29.0","(X)","(X)","(X)","27.4","(X)","(X)","(X)","30.0","(X)","(X)","(X)",
